year,team,probowler_count,win%,division,playoffs,attendance,capacity,attend%,climate,year 1 attend%,year 1 attendance,predicted,difference
2012,atl,0.5826327773269824,1.619888636484229,-1.3348169675988968,1.6298475588421997,70096.0,0.11569420616468128,0.98,-0.1923002762359031,0.99,70224.0,71886.85915552221,-1662.8591555222083
2012,jax,-1.4851024289208747,-1.9686146623940288,1.3613804893421588,-0.6414960643497905,64984.0,-0.4962626923165834,0.97,-0.1923002762359031,0.89,59940.0,61609.41477656654,-1669.4147765665402
2015,jax,-1.071555387671303,-0.9899319445181402,0.4626480036951401,-0.6414960643497905,61463.0,-0.5214021188754301,0.92,-0.1923002762359031,0.92,61915.0,63641.886935710434,-1726.886935710434
2013,tam,-0.6580083464217319,-1.3161595171434366,1.3613804893421588,-0.6414960643497905,58818.0,-0.7177421951271482,0.9,-0.1923002762359031,0.91,59659.0,61419.6474645514,-1760.6474645514027
2006,pit,0.16908573607741093,-0.011249226642251607,0.4626480036951401,-0.6414960643497905,62432.0,-0.7609450341688303,0.96,-0.1923002762359031,0.96,62084.0,63877.955884181036,-1793.9558841810358
2009,sfo,0.5826327773269824,-0.011249226642251607,-0.4360844819518784,-0.6414960643497905,69732.0,-0.03148800754644221,0.99,-1.723161298819761,0.99,69732.0,71538.97322895446,-1806.9732289544627
2011,ram,-1.4851024289208747,-1.9686146623940288,1.3613804893421588,-0.6414960643497905,56394.0,-0.6878937220295486,0.86,2.359134761403861,0.87,56703.0,58524.28473584926,-1821.2847358492581
2013,det,-0.6580083464217319,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,63796.0,-0.8409957491860961,0.99,-1.2128742912918091,0.98,63024.0,64861.84829580324,-1837.84829580324
2016,atl,0.9961798185765536,0.9674334912336371,-1.3348169675988968,2.3869620999061967,69999.0,0.6207909268485029,0.93,-0.1923002762359031,0.96,71960.0,73809.68613458617,-1849.686134586169
2014,pit,0.5826327773269824,0.9674334912336371,-1.3348169675988968,0.11561847671420634,62226.0,-0.7899156879532949,0.96,-0.1923002762359031,0.98,64356.0,66230.14694909746,-1874.146949097456
2012,min,1.4097268598261252,0.6412059186083408,-0.4360844819518784,0.11561847671420634,60725.0,-0.9111127970659142,0.95,-1.2128742912918091,1.0,64019.0,65905.31247638061,-1886.3124763806118
2008,min,0.9961798185765536,0.6412059186083408,-1.3348169675988968,0.11561847671420634,63267.0,-0.9131368535202212,0.99,-1.2128742912918091,1.0,63775.0,65670.52779090243,-1895.5277909024298
2009,nor,1.4097268598261252,1.619888636484229,-1.3348169675988968,3.144076640970193,70105.0,0.3181415021815942,0.96,-0.1923002762359031,0.96,70038.0,71971.8863799027,-1933.8863799027022
2006,sfo,-0.2444613051721605,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,68150.0,-0.055604868843725085,0.97,-1.723161298819761,0.97,68028.0,70004.22964476177,-1976.22964476177
2016,det,-1.071555387671303,0.3149783459830446,-0.4360844819518784,0.11561847671420634,60792.0,-0.8096822794530006,0.94,-1.2128742912918091,0.99,64137.0,66143.13177489096,-2006.1317748909642
2008,tam,0.16908573607741093,0.3149783459830446,0.4626480036951401,-0.6414960643497905,64511.0,-0.6537186001102252,0.98,-0.1923002762359031,0.96,62991.0,65002.117376788214,-2011.1173767882137
2015,tam,0.5826327773269824,-0.6637043718928439,1.3613804893421588,-0.6414960643497905,61560.0,-0.6993771584955064,0.94,-0.1923002762359031,0.92,60624.0,62678.32197441913,-2054.32197441913
2017,nor,1.4097268598261252,0.9674334912336371,-1.3348169675988968,0.8727330177782031,73139.0,0.7448257914149023,0.96,-0.1923002762359031,1.0,73051.0,75119.09230676942,-2068.092306769424
2012,cin,0.16908573607741093,0.6412059186083408,-0.4360844819518784,0.11561847671420634,61188.0,-0.6583092572788071,0.93,-0.1923002762359031,0.97,63297.0,65380.43125499314,-2083.431254993142
2008,atl,-0.6580083464217319,0.9674334912336371,-0.4360844819518784,0.11561847671420634,64065.0,0.06935952866355184,0.9,-0.1923002762359031,0.96,68173.0,70267.94308450403,-2094.9430845040333
2006,det,-1.071555387671303,-1.6423870897687327,1.3613804893421588,-0.6414960643497905,60889.0,-0.7957505128737342,0.94,-1.2128742912918091,0.94,61304.0,63406.56212468051,-2102.5621246805094
2010,chi,0.16908573607741093,0.9674334912336371,-1.3348169675988968,1.6298475588421997,62195.0,-1.22728260988075,1.01,-1.2128742912918091,1.01,62145.0,64359.37957796863,-2214.3795779686334
2018,clt,-0.2444613051721605,0.6412059186083408,-0.4360844819518784,0.8727330177782031,59199.0,-1.0384792295640537,0.94,-1.2128742912918091,0.97,61110.0,63329.46705659466,-2219.467056594658
2016,kan,1.4097268598261252,1.2936610638589332,-1.3348169675988968,0.8727330177782031,73328.0,0.771405663090939,0.96,-0.1923002762359031,0.97,74106.0,76398.97780682486,-2292.977806824856
2013,pit,-0.6580083464217319,-0.011249226642251607,-0.4360844819518784,-0.6414960643497905,57311.0,-0.7484158017289485,0.88,-0.1923002762359031,0.96,62226.0,64564.212167032245,-2338.212167032245
2010,buf,-1.071555387671303,-1.3161595171434366,1.3613804893421588,-0.6414960643497905,63195.0,0.2657431235171908,0.87,0.8282737388200024,0.86,62694.0,65098.06842623444,-2404.0684262344366
2011,det,-1.071555387671303,0.6412059186083408,-0.4360844819518784,0.11561847671420634,63742.0,-0.8483598694772916,0.99,-1.2128742912918091,0.99,63769.0,66184.79738703638,-2415.7973870363785
2010,pit,0.16908573607741093,1.2936610638589332,-1.3348169675988968,2.3869620999061967,63083.0,-0.7608522445660789,0.97,-0.1923002762359031,0.97,63034.0,65473.91246863103,-2439.9124686310315
2008,kan,-0.6580083464217319,-1.9686146623940288,1.3613804893421588,-0.6414960643497905,74077.0,0.7693410944296886,0.97,-0.1923002762359031,0.88,67514.0,69996.32357953016,-2482.323579530159
2013,cle,0.9961798185765536,-1.3161595171434366,1.3613804893421588,-0.6414960643497905,71242.0,0.3747533087235782,0.97,-1.2128742912918091,0.92,67425.0,69982.60585199519,-2557.605851995191
2016,oti,0.5826327773269824,0.3149783459830446,-0.4360844819518784,-0.6414960643497905,64659.0,-0.2542787602568673,0.94,-0.1923002762359031,0.95,65651.0,68368.95651977079,-2717.9565197707852
2012,sfo,2.2368209423252683,1.130547277546285,-1.3348169675988968,2.3869620999061967,69732.0,-0.03148800754644221,0.99,-1.723161298819761,0.99,69732.0,72465.61146956407,-2733.6114695640717
2018,det,-0.6580083464217319,-0.6637043718928439,1.3613804893421588,-0.6414960643497905,62795.0,-0.8009373529552712,0.97,-1.2128742912918091,0.951,61342.0,64124.800699083855,-2782.800699083855
2018,kan,0.9961798185765536,1.2936610638589332,-1.3348169675988968,1.6298475588421997,75972.0,0.8194770038806911,0.99,-0.1923002762359031,0.961,73465.0,76269.00943914939,-2804.0094391493913
2007,pit,0.9961798185765536,0.6412059186083408,-1.3348169675988968,0.11561847671420634,62084.0,-0.8098857502707392,0.96,-0.1923002762359031,0.97,62890.0,65736.9061835256,-2846.9061835255998
2008,ram,-1.4851024289208747,-1.9686146623940288,1.3613804893421588,-0.6414960643497905,59980.0,-0.7390305505969629,0.92,2.359134761403861,0.85,55237.0,58191.28976704583,-2954.2897670458333
2009,mia,-0.2444613051721605,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,67542.0,0.5909438041772348,0.9,1.338560746347955,0.9,67744.0,70719.83247696499,-2975.8324769649917
2010,sdg,0.16908573607741093,0.3149783459830446,-0.4360844819518784,-0.6414960643497905,65530.0,0.07542514465219864,0.92,2.359134761403861,0.92,65392.0,68428.43717194496,-3036.4371719449555
2007,dal,3.8910091073235535,1.619888636484229,-1.3348169675988968,0.8727330177782031,63534.0,-0.698080078303836,0.97,-0.1923002762359031,0.96,63368.0,66420.37329286158,-3052.373292861579
2016,was,0.5826327773269824,0.1518645596703965,0.4626480036951401,-0.6414960643497905,78304.0,1.4712016496515694,0.96,-0.1923002762359031,0.88,75175.0,78236.46555324394,-3061.4655532439356
2016,pit,0.9961798185765536,0.9674334912336371,-1.3348169675988968,1.6298475588421997,64312.0,-0.7706274886257748,0.99,-0.1923002762359031,0.91,62471.0,65562.03011611474,-3091.0301161147363
2011,cin,0.16908573607741093,0.3149783459830446,0.4626480036951401,0.11561847671420634,49251.0,-0.6752594034028229,0.75,-0.1923002762359031,0.93,61188.0,64332.80179603662,-3144.8017960366196
2009,buf,-1.071555387671303,-0.6637043718928439,1.3613804893421588,-0.6414960643497905,70128.0,0.32137608974005105,0.96,0.8282737388200024,0.87,63195.0,66373.4728925197,-3178.472892519698
2011,cle,-1.071555387671303,-1.3161595171434366,1.3613804893421588,-0.6414960643497905,65859.0,0.3384772135273874,0.9,-1.2128742912918091,0.91,66632.0,69838.20198201563,-3206.2019820156274
2007,chi,0.16908573607741093,-0.3374767992675478,1.3613804893421588,-0.6414960643497905,62158.0,-0.5174935520690128,0.93,-1.2128742912918091,1.01,62034.0,65268.475249890274,-3234.4752498902744
2017,cle,-1.071555387671303,-2.6210698076446213,1.3613804893421588,-0.6414960643497905,63882.0,0.3723535776179014,0.87,-1.2128742912918091,0.98,65765.0,69013.23735710913,-3248.2373571091302
2012,sdg,-1.4851024289208747,-0.3374767992675478,-0.4360844819518784,-0.6414960643497905,59964.0,0.09668275275985884,0.84,2.359134761403861,0.9,64205.0,67484.48739764465,-3279.4873976446543
2009,kan,-1.4851024289208747,-1.3161595171434366,1.3613804893421588,-0.6414960643497905,67514.0,0.8169200176684704,0.88,-0.1923002762359031,0.88,67672.0,70952.03681428047,-3280.0368142804655
2017,oti,0.9961798185765536,0.3149783459830446,-0.4360844819518784,0.8727330177782031,65651.0,-0.2110562670680836,0.95,-0.1923002762359031,0.93,64520.0,67851.51658308995,-3331.5165830899496
2010,atl,2.2368209423252683,1.619888636484229,-1.3348169675988968,0.8727330177782031,67850.0,0.10145374297357812,0.95,-0.1923002762359031,0.97,68986.0,72328.35186630089,-3342.351866300887
2018,chi,1.8232739010756964,1.2936610638589332,-1.3348169675988968,0.11561847671420634,61815.0,-1.278078027070851,1.01,-1.2128742912918091,1.0070000000000001,61916.0,65341.51985973875,-3425.51985973875
2018,oti,-0.2444613051721605,0.3149783459830446,0.4626480036951401,-0.6414960643497905,64520.0,-0.17460005134166015,0.93,-0.1923002762359031,0.9329999999999999,64509.0,67936.77563279304,-3427.77563279304
2017,det,-0.6580083464217319,0.3149783459830446,-0.4360844819518784,-0.6414960643497905,64137.0,-0.7944926932731701,0.99,-1.2128742912918091,0.97,62795.0,66322.86232020613,-3527.862320206128
2013,ram,-0.6580083464217319,-0.3374767992675478,1.3613804893421588,-0.6414960643497905,56957.0,-0.702286007021717,0.87,2.359134761403861,0.87,57018.0,60554.51878671359,-3536.51878671359
2015,was,-1.071555387671303,0.3149783459830446,-1.3348169675988968,0.11561847671420634,76209.0,1.8910792415879465,0.9,-0.1923002762359031,0.96,78304.0,81883.52596557506,-3579.525965575056
2014,cin,0.16908573607741093,0.8043197049209888,-0.4360844819518784,0.11561847671420634,60703.0,-0.7287171098837042,0.93,-0.1923002762359031,0.94,61389.0,65123.04044132958,-3734.0404413295764
2011,kan,-0.6580083464217319,-0.3374767992675478,1.3613804893421588,-0.6414960643497905,72082.0,0.8118604492059914,0.94,-0.1923002762359031,0.89,68508.0,72251.66086516903,-3743.660865169033
2010,jax,-0.2444613051721605,-0.011249226642251607,-0.4360844819518784,-0.6414960643497905,63032.0,-0.4879590099936437,0.94,-0.1923002762359031,0.93,62331.0,66128.58753067073,-3797.587530670731
2011,sfo,2.2368209423252683,1.619888636484229,-1.3348169675988968,1.6298475588421997,69732.0,-0.03148800754644221,0.99,-1.723161298819761,0.99,69732.0,73574.87145897104,-3842.8714589710435
2009,cle,-0.6580083464217319,-0.9899319445181402,1.3613804893421588,-0.6414960643497905,68888.0,0.35311753730724565,0.94,-1.2128742912918091,0.9,66116.0,70159.69738261693,-4043.697382616927
2016,rai,1.4097268598261252,1.2936610638589332,-0.4360844819518784,0.11561847671420634,54584.0,-1.0705343441119417,0.87,1.848847753875908,0.92,57775.0,61899.47628806743,-4124.476288067432
2014,mia,-0.2444613051721605,-0.011249226642251607,0.4626480036951401,-0.6414960643497905,70035.0,0.6260170767325789,0.93,1.338560746347955,1.03,67193.0,71343.91569014972,-4150.915690149719
2010,kan,0.5826327773269824,0.6412059186083408,-1.3348169675988968,0.11561847671420634,67672.0,0.8411602469603252,0.88,-0.1923002762359031,0.94,72082.0,76286.58225630116,-4204.582256301161
2012,tam,-0.2444613051721605,-0.3374767992675478,1.3613804893421588,-0.6414960643497905,55102.0,-0.6847614563944309,0.84,-0.1923002762359031,0.9,58818.0,63056.25116227798,-4238.251162277978
2012,ram,-1.4851024289208747,-0.1743630129548997,0.4626480036951401,-0.6414960643497905,56703.0,-0.7417023903427942,0.87,2.359134761403861,0.87,56957.0,61286.548087576346,-4329.548087576346
2011,was,-1.071555387671303,-0.9899319445181402,1.3613804893421588,-0.6414960643497905,76921.0,2.8220939939423526,0.84,-0.1923002762359031,0.87,79654.0,84071.99208551116,-4417.992085511156
2014,cle,0.16908573607741093,-0.3374767992675478,1.3613804893421588,-0.6414960643497905,67425.0,0.35351407122826045,0.92,-1.2128742912918091,0.9,66186.0,70645.32787547942,-4459.3278754794155
2017,buf,-0.2444613051721605,0.3149783459830446,-0.4360844819518784,0.11561847671420634,66775.0,0.3658103283835422,0.91,0.8282737388200024,0.9,64961.0,69510.13640891726,-4549.136408917257
2015,det,-0.6580083464217319,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,61347.0,-0.7299695943860617,0.94,-1.2128742912918091,0.94,60792.0,65466.71746962268,-4674.717469622679
2009,sdg,0.9961798185765536,1.619888636484229,-1.3348169675988968,0.8727330177782031,67543.0,0.057824560125560885,0.95,2.359134761403861,0.92,65530.0,70237.93453735593,-4707.934537355934
2009,ram,-1.071555387671303,-2.2948422350193254,1.3613804893421588,-0.6414960643497905,55237.0,-0.7675101714741863,0.85,2.359134761403861,0.81,52922.0,57682.89157172189,-4760.8915717218915
2015,rai,0.5826327773269824,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,54613.0,-1.0660340483784332,0.87,1.848847753875908,0.87,54584.0,59442.836133717596,-4858.836133717596
2014,det,0.5826327773269824,0.9674334912336371,-0.4360844819518784,0.11561847671420634,63024.0,-0.8585738987549523,0.98,-1.2128742912918091,0.94,61347.0,66338.94984742357,-4991.949847423573
2011,pit,1.4097268598261252,1.2936610638589332,-0.4360844819518784,0.11561847671420634,63034.0,-0.7676722803684065,0.97,-0.1923002762359031,0.94,61141.0,66211.92369007153,-5070.923690071533
2016,cle,-1.071555387671303,-2.2948422350193254,1.3613804893421588,-0.6414960643497905,64311.0,0.3255184074038497,0.88,-1.2128742912918091,0.87,63882.0,69010.46056918554,-5128.4605691855395
2010,cle,-0.6580083464217319,-0.9899319445181402,0.4626480036951401,-0.6414960643497905,66116.0,0.3770297469777789,0.9,-1.2128742912918091,0.9,65859.0,70992.87541754064,-5133.875417540636
2013,cin,-0.6580083464217319,0.9674334912336371,-1.3348169675988968,0.11561847671420634,63297.0,-0.7310667820824438,0.97,-0.1923002762359031,0.93,60703.0,65960.62553375009,-5257.625533750092
2009,cin,-1.071555387671303,0.6412059186083408,-1.3348169675988968,0.11561847671420634,64004.0,-0.7235650267496863,0.98,-0.1923002762359031,0.92,60364.0,65703.65618004721,-5339.656180047212
2011,rai,0.16908573607741093,-0.011249226642251607,0.4626480036951401,-0.6414960643497905,59242.0,-1.0323032918021104,0.94,1.848847753875908,0.86,54216.0,59711.46260483368,-5495.4626048336795
2015,cle,-0.2444613051721605,-1.6423870897687327,1.3613804893421588,-0.6414960643497905,66186.0,0.3875304370226314,0.9,-1.2128742912918091,0.88,64311.0,69831.77155142737,-5520.771551427373
2013,was,-0.2444613051721605,-1.6423870897687327,1.3613804893421588,-0.6414960643497905,77220.0,2.8701507233823262,0.84,-0.1923002762359031,0.85,77964.0,83639.48941554407,-5675.489415544071
2015,cin,1.8232739010756964,1.2936610638589332,-1.3348169675988968,0.11561847671420634,61389.0,-0.7239372830837008,0.94,-0.1923002762359031,0.92,60511.0,66187.97418390756,-5676.974183907558
2016,tam,-0.6580083464217319,0.3149783459830446,-0.4360844819518784,-0.6414960643497905,60624.0,-0.6445243401932766,0.92,-0.1923002762359031,0.91,59952.0,65667.37854226014,-5715.378542260136
2006,sdg,3.0639150248244107,1.9461162091095257,-1.3348169675988968,0.8727330177782031,66378.0,0.0951273510086448,0.93,2.359134761403861,0.92,65502.0,71240.27700877831,-5738.277008778314
2010,ram,-1.071555387671303,-0.3374767992675478,-0.4360844819518784,-0.6414960643497905,52922.0,-0.7201090173277329,0.81,2.359134761403861,0.86,56394.0,62238.41630908971,-5844.416309089713
2018,pit,1.8232739010756964,0.4780921322956927,-0.4360844819518784,-0.6414960643497905,63456.0,-0.3290618145820945,0.93,-0.1923002762359031,0.91,62237.0,68367.53690462236,-6130.536904622364
2012,pit,-0.6580083464217319,-0.011249226642251607,0.4626480036951401,-0.6414960643497905,61141.0,-0.7595566450595569,0.94,-0.1923002762359031,0.88,57311.0,63723.48934864861,-6412.489348648611
2009,det,-1.4851024289208747,-1.9686146623940288,1.3613804893421588,-0.6414960643497905,49395.0,-0.8802905392055203,0.77,-1.2128742912918091,0.87,56285.0,62704.253974065876,-6419.253974065876
2008,mia,-0.2444613051721605,0.9674334912336371,-1.3348169675988968,0.11561847671420634,65489.0,0.6217320342988921,0.87,1.338560746347955,0.9,67542.0,74005.54012600593,-6463.54012600593
2015,sdg,-1.071555387671303,-1.3161595171434366,1.3613804893421588,-0.6414960643497905,66772.0,-0.05174579810186967,0.95,2.359134761403861,0.8,57024.0,63530.91114023227,-6506.911140232267
2011,tam,-1.071555387671303,-1.3161595171434366,1.3613804893421588,-0.6414960643497905,56614.0,-0.6533565687258746,0.86,-0.1923002762359031,0.84,55102.0,61743.379745520506,-6641.379745520506
2017,pit,2.6503679835748395,1.619888636484229,-1.3348169675988968,0.8727330177782031,62471.0,-0.2727371277820244,0.91,-0.1923002762359031,0.93,63456.0,70356.70479228589,-6900.704792285891
2009,min,2.6503679835748395,1.2936610638589332,-1.3348169675988968,1.6298475588421997,63775.0,-0.9308311981087912,1.0,-1.2128742912918091,0.94,58751.0,65897.17464384722,-7146.174643847218
2012,rai,-1.071555387671303,-1.3161595171434366,0.4626480036951401,-0.6414960643497905,54216.0,-1.0298115397359076,0.86,1.848847753875908,0.8,50444.0,57771.44240014252,-7327.442400142521
2017,min,1.4097268598261252,1.619888636484229,-1.3348169675988968,1.6298475588421997,66721.0,0.3577988129019117,0.91,-1.2128742912918091,1.0,66811.0,74283.68769019432,-7472.687690194318
2006,chi,1.8232739010756964,1.619888636484229,-1.3348169675988968,2.3869620999061967,62223.0,-0.5080574481116558,0.93,-1.2128742912918091,0.93,62158.0,69637.08906446019,-7479.08906446019
2010,was,-0.2444613051721605,-0.6637043718928439,1.3613804893421588,-0.6414960643497905,83172.0,2.7984921682410677,0.91,-0.1923002762359031,0.84,76921.0,84535.73925355916,-7614.739253559164
2014,was,-0.6580083464217319,-1.3161595171434366,1.3613804893421588,-0.6414960643497905,77964.0,2.8423093980125005,0.85,-0.1923002762359031,0.9,76209.0,83831.73648786714,-7622.736487867136
2012,mia,0.16908573607741093,-0.3374767992675478,-0.4360844819518784,-0.6414960643497905,57379.0,0.6519701829003168,0.76,1.338560746347955,0.86,64319.0,72126.32801207747,-7807.3280120774725
2014,ram,-0.6580083464217319,-0.6637043718928439,1.3613804893421588,-0.6414960643497905,57018.0,-0.6928198677201981,0.87,2.359134761403861,0.8,52402.0,60220.46920442263,-7818.469204422632
2017,tam,-0.6580083464217319,-0.9899319445181402,1.3613804893421588,-0.6414960643497905,59952.0,-0.6464594888603374,0.91,-0.1923002762359031,0.83,54356.0,62317.527397460995,-7961.527397460995
2011,sdg,0.5826327773269824,-0.011249226642251607,-0.4360844819518784,-0.6414960643497905,65392.0,0.05517381385140873,0.92,2.359134761403861,0.84,59964.0,67973.6203048744,-8009.620304874406
2010,tam,-1.071555387671303,0.6412059186083408,0.4626480036951401,-0.6414960643497905,49314.0,-0.6639186581543804,0.75,-0.1923002762359031,0.86,56614.0,65142.21692327325,-8528.216923273249
2013,min,-0.6580083464217319,-0.8268181582054921,1.3613804893421588,-0.6414960643497905,64019.0,-0.8978890333395064,1.0,-1.2128742912918091,1.05,52238.0,62058.20135544276,-9820.201355442761
2018,tam,-1.071555387671303,-0.9899319445181402,1.3613804893421588,-0.6414960643497905,54356.0,-0.699404845523861,0.83,-0.1923002762359031,0.7909999999999999,51898.0,61902.609586193015,-10004.609586193015
2010,mia,0.16908573607741093,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,67744.0,0.6212457954495251,0.9,1.338560746347955,0.81,60886.0,70989.90246598475,-10103.90246598475
2016,cin,0.5826327773269824,-0.5005905855801959,0.4626480036951401,-0.6414960643497905,60511.0,-0.6611069516460981,0.92,-0.1923002762359031,0.81,53275.0,63875.93038628112,-10600.930386281121
2007,det,-1.4851024289208747,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,61304.0,-0.7361455321480048,0.94,-1.2128742912918091,0.85,54497.0,65454.36218045103,-10957.362180451033
2012,was,0.5826327773269824,0.6412059186083408,-1.3348169675988968,0.11561847671420634,79654.0,2.8198937262007195,0.87,-0.1923002762359031,0.84,77220.0,88506.35934251259,-11286.359342512587
2009,tam,-1.4851024289208747,-1.6423870897687327,1.3613804893421588,-0.6414960643497905,62991.0,-0.6823304930740987,0.96,-0.1923002762359031,0.75,49314.0,61030.248657257536,-11716.248657257536
2016,ram,-0.2444613051721605,-1.3161595171434366,0.4626480036951401,-0.6414960643497905,74121.0,1.5778586585357293,0.9,2.359134761403861,0.68,63392.0,75224.48811839301,-11832.488118393012
2009,rai,-0.2444613051721605,-0.9899319445181402,0.4626480036951401,-0.6414960643497905,44284.0,-0.9999750275572024,0.7,1.848847753875908,0.74,46431.0,58732.4441237399,-12301.4441237399
2018,was,-0.6580083464217319,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,61028.0,1.593196152913982,0.74,-0.1923002762359031,0.799,65488.0,78085.97800742017,-12597.97800742017
2008,det,-1.4851024289208747,-2.6210698076446213,1.3613804893421588,-0.6414960643497905,54497.0,-0.8850473071022994,0.85,-1.2128742912918091,0.77,49395.0,62173.577831779214,-12778.577831779214
2011,mia,-0.2444613051721605,-0.6637043718928439,0.4626480036951401,-0.6414960643497905,60886.0,0.6073115464376245,0.81,1.338560746347955,0.76,57379.0,70430.72504549501,-13051.725045495012
2010,cin,-1.4851024289208747,-1.3161595171434366,1.3613804893421588,-0.6414960643497905,60364.0,-0.6826790214121564,0.92,-0.1923002762359031,0.75,49251.0,62477.77761291197,-13226.777612911967
2017,cin,-0.2444613051721605,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,53275.0,-0.6612718175525988,0.81,-0.1923002762359031,0.78,50753.0,64022.513677053634,-13269.513677053634
2008,jax,-1.4851024289208747,-0.9899319445181402,1.3613804893421588,-0.6414960643497905,65167.0,-0.4707919463609517,0.97,-0.1923002762359031,0.74,49651.0,62962.35102907133,-13311.351029071331
2008,rai,-0.6580083464217319,-0.9899319445181402,0.4626480036951401,-0.6414960643497905,57850.0,-1.051605439043938,0.92,1.848847753875908,0.7,44284.0,58192.30613574294,-13908.30613574294
2018,cin,-1.071555387671303,-0.6637043718928439,1.3613804893421588,-0.6414960643497905,50753.0,-0.75627165013788,0.78,-0.1923002762359031,0.72,47179.0,62570.961598926835,-15391.961598926835
2017,ram,1.8232739010756964,0.9674334912336371,-1.3348169675988968,0.11561847671420634,63392.0,3.0449815399874627,0.68,2.359134761403861,0.77,72429.0,89414.19641511737,-16985.196415117374
2018,ram,0.16908573607741093,1.619888636484229,-1.3348169675988968,2.3869620999061967,72429.0,3.1584034319234373,0.77,2.359134761403861,0.9279999999999999,71229.0,89542.41279333999,-18313.412793339987
2017,was,-0.2444613051721605,-0.3374767992675478,0.4626480036951401,-0.6414960643497905,75175.0,1.9922642999779536,0.88,-0.1923002762359031,0.74,61028.0,80679.8908665133,-19651.890866513306
